model,count,fund_name,composite,weight
AVN,1,EquityVz_Total,ESG.Economies.EUR.NominalSpotRate(Govt._0.5),1.0
AVN,2,MixVz_Total,ESG.Economies.EUR.NominalSpotRate(Govt._0.25),1.0
AVN,3,RntVz_Total,ESG.Economies.EUR.NominalSpotRate(Govt._1),1.0
AVN,4,AEGON_Staatsleningen_Total,ESG.Economies.EUR.NominalSpotRate(Govt._3),1.0
AVN,5,EmAsEqVz_Total,ESG.COFspread,1.0
AVN,6,EmEurEqVz_Total,ESG.COFspread,1.0
AVN,7,GTAAVz_Total,ESG.COFspread,1.0
AVN,8,AAAOVzP_Total,ESG.COFspread,1.0
AVN,9,WorldComVz_Total,ESG.COFspread,1.0
AVN,10,VastgoedFd_Total,ESG.COFspread,1.0
AVN,11,WorldEqVz_Total,ESG.COFspread,1.0
AVN,12,DepVz_Total,ESG.COFspread,1.0
AVN,13,EuEqVz_Total,ESG.COFspread,1.0
AVN,14,EmVz_Total,ESG.COFspread,1.0
AVN,15,HolEqVz_Total,ESG.COFspread,1.0
AVN,16,HypVz_Total,ESG.COFspread,1.0
AVN,17,NamEqABVz_Total,ESG.COFspread,1.0
AVN,18,PacEqVz_Total,ESG.COFspread,1.0
AVN,19,GarCL95RtVv_Total,ESG.COFspread,1.0
AVN,20,DepEurVvB_Total,ESG.COFspread,1.0
AVN,21,OptEuVvB_Total,ESG.COFspread,1.0
AX,1,EquityVz_Total,ESG.Economies.EUR.NominalSpotRate(Govt._0.5),1.0
AX,2,MixVz_Total,ESG.Economies.EUR.NominalSpotRate(Govt._0.25),1.0
AX,3,RntVz_Total,ESG.Economies.EUR.NominalSpotRate(Govt._1),1.0
AX,4,AEGON_Staatsleningen_Total,ESG.Economies.EUR.NominalSpotRate(Govt._3),1.0
AX,5,EmAsEqVz_Total,ESG.COFspread,1.0
AX,6,EmEurEqVz_Total,ESG.COFspread,1.0
AX,7,GTAAVz_Total,ESG.COFspread,1.0
AX,8,AAAOVzP_Total,ESG.COFspread,1.0
AX,9,WorldComVz_Total,ESG.COFspread,1.0
AX,10,VastgoedFd_Total,ESG.COFspread,1.0
AX,11,WorldEqVz_Total,ESG.COFspread,1.0
AX,12,DepVz_Total,ESG.COFspread,1.0
AX,13,EuEqVz_Total,ESG.COFspread,1.0
AX,14,EmVz_Total,ESG.COFspread,1.0
AX,15,HolEqVz_Total,ESG.COFspread,1.0
AX,16,HypVz_Total,ESG.COFspread,1.0
AX,17,NamEqABVz_Total,ESG.COFspread,1.0
AX,18,PacEqVz_Total,ESG.COFspread,1.0
AX,19,GarCL95RtVv_Total,ESG.COFspread,1.0
AX,20,DepEurVvB_Total,ESG.COFspread,1.0
AX,21,OptEuVvB_Total,ESG.COFspread,1.0
CAE,1,EquityVz_Total,ESG.Economies.EUR.NominalSpotRate(Govt._0.5),1.0
CAE,2,MixVz_Total,ESG.Economies.EUR.NominalSpotRate(Govt._0.25),1.0
CAE,3,RntVz_Total,ESG.Economies.EUR.NominalSpotRate(Govt._1),1.0
CAE,4,AEGON_Staatsleningen_Total,ESG.Economies.EUR.NominalSpotRate(Govt._5),1.0
CAE,5,EmAsEqVz_Total,ESG.COFspread,1.0
CAE,6,EmEurEqVz_Total,ESG.COFspread,1.0
CAE,7,GTAAVz_Total,ESG.COFspread,1.0
CAE,8,AAAOVzP_Total,ESG.COFspread,1.0
CAE,9,WorldComVz_Total,ESG.COFspread,1.0
CAE,10,VastgoedFd_Total,ESG.COFspread,1.0
CAE,11,WorldEqVz_Total,ESG.COFspread,1.0
CAE,12,DepVz_Total,ESG.COFspread,1.0
CAE,13,EuEqVz_Total,ESG.COFspread,1.0
CAE,14,EmVz_Total,ESG.COFspread,1.0
CAE,15,HolEqVz_Total,ESG.COFspread,1.0
CAE,16,HypVz_Total,ESG.COFspread,1.0
CAE,17,NamEqABVz_Total,ESG.COFspread,1.0
CAE,18,PacEqVz_Total,ESG.COFspread,1.0
CAE,19,GarCL95RtVv_Total,ESG.COFspread,1.0
CAE,20,DepEurVvB_Total,ESG.COFspread,1.0
CAE,21,OptEuVvB_Total,ESG.COFspread,1.0
DET,1,AAAOVzP_Income,LDO_Income,1.0
DET,2,AAAOVzP_Total,LDO_Total,1.0
DET,3,AAF-Aktief_Income,AsiaAndVvB_Income,0.033
DET,4,AAF-Aktief_Income,EmAsVvB_Income,0.019
DET,5,AAF-Aktief_Income,EuAndVvB_Income,0.28
DET,6,AAF-Aktief_Income,JapAndVvB_Income,0.09
DET,7,AAF-Aktief_Income,LamAndVvB_Income,0.008
DET,8,AAF-Aktief_Income,NamAndVvB_Income,0.57
DET,9,AAF-Aktief_Income,SriAndVvB_Income,0.0
DET,10,AAF-Aktief_Total,AsiaAndVvB_Total,0.033
DET,11,AAF-Aktief_Total,EmAsVvB_Total,0.019
DET,12,AAF-Aktief_Total,EuAndVvB_Total,0.28
DET,13,AAF-Aktief_Total,JapAndVvB_Total,0.09
DET,14,AAF-Aktief_Total,LamAndVvB_Total,0.008
DET,15,AAF-Aktief_Total,NamAndVvB_Total,0.57
DET,16,AAF-Aktief_Total,SriAndVvB_Total,0.0
DET,17,AAF-Overig_Income,Absolute_Return_Income,1.0
DET,18,AAF-Overig_Total,Absolute_Return_Total,1.0
DET,19,AbsRetVz_Income,Absolute_Return_Income,1.0
DET,20,AbsRetVz_Total,Absolute_Return_Total,1.0
DET,21,ABSVz_Income,ABSVzP_Income,1.0
DET,22,ABSVz_Total,ABSVzP_Total,1.0
DET,23,ABSVzP_Income,Absolute_Return_Income,1.0
DET,24,ABSVzP_Total,Absolute_Return_Total,1.0
DET,25,AegonPreg_hyp_Income,AbsRetVz_Income,0.04
DET,26,AegonPreg_hyp_Income,EMDVz_Income,0.036
DET,27,AegonPreg_hyp_Income,Emu3ABndVz_Income,0.36
DET,28,AegonPreg_hyp_Income,EurCreVz_Income,0.1728
DET,29,AegonPreg_hyp_Income,HypVz_Income,0.1152
DET,30,AegonPreg_hyp_Income,PrivEqVz_Income,0.025
DET,31,AegonPreg_hyp_Income,VastgoedFd_Income,0.025
DET,32,AegonPreg_hyp_Income,WorldEqVz_Income,0.15
DET,33,AegonPreg_hyp_Income,WrdHiYVz_Income,0.036
DET,34,AegonPreg_hyp_Income,WrdComVz_Income,0.04
DET,35,AegonPreg_hyp_Total,AbsRetVz_Total,0.04
DET,36,AegonPreg_hyp_Total,EMDVz_Total,0.036
DET,37,AegonPreg_hyp_Total,Emu3ABndVz_Total,0.36
DET,38,AegonPreg_hyp_Total,EurCreVz_Total,0.1728
DET,39,AegonPreg_hyp_Total,HypVz_Total,0.1152
DET,40,AegonPreg_hyp_Total,PrivEqVz_Total,0.025
DET,41,AegonPreg_hyp_Total,VastgoedFd_Total,0.025
DET,42,AegonPreg_hyp_Total,WorldEqVz_Total,0.15
DET,43,AegonPreg_hyp_Total,WrdHiYVz_Total,0.036
DET,44,AegonPreg_hyp_Total,WrdComVz_Total,0.04
DET,45,AGIF_Income,AAF-Aktief_Income,0.0
DET,46,AGIF_Income,AAF-Overig_Income,1.0
DET,47,AGIF_Total,AAF-Aktief_Total,0.0
DET,48,AGIF_Total,AAF-Overig_Total,1.0
DET,49,ALE2_hyp_Income,Emu3ABndVz_Income,1.0
DET,50,ALE2_hyp_Total,Emu3ABndVz_Total,1.0
DET,51,AsiaAndVvB_Income,AsiaEqVz_Income,1.0
DET,52,AsiaAndVvB_Total,AsiaEqVz_Total,1.0
DET,53,AsiaEqABVz_Income,AsiaEqBVzP_Income,1.0
DET,54,AsiaEqABVz_Total,AsiaEqBVzP_Total,1.0
DET,55,AsiaEqBVzP_Income,Equities_Asia_Income,1.0
DET,56,AsiaEqBVzP_Total,Equities_Asia_Total,1.0
DET,57,AsiaEqInsVv_Income,AsiaAndVvB_Income,1.0
DET,58,AsiaEqInsVv_Total,AsiaAndVvB_Total,1.0
DET,59,AsiaEqVz_Income,Equities_Asia_Income,1.0
DET,60,AsiaEqVz_Total,Equities_Asia_Total,1.0
DET,61,AVEBE_hyp_Income,AsiaEqABVz_Income,0.024
DET,62,AVEBE_hyp_Income,EmAsEqABVz_Income,0.012
DET,63,AVEBE_hyp_Income,EmEMEAEqVz_Income,0.004
DET,64,AVEBE_hyp_Income,Emu3ABndVz_Income,0.39594
DET,65,AVEBE_hyp_Income,EuEqABVz_Income,0.204
DET,66,AVEBE_hyp_Income,EurCreVz_Income,0.075
DET,67,AVEBE_hyp_Income,HypVz_Income,0.099
DET,68,AVEBE_hyp_Income,JapEqABVz_Income,0.04
DET,69,AVEBE_hyp_Income,LamEqVz_Income,0.004
DET,70,AVEBE_hyp_Income,LDOVz_Income,0.03006
DET,71,AVEBE_hyp_Income,NamXEqABVz_Income,0.112
DET,72,AVEBE_hyp_Income,WrdHiYVz_Income,0.0
DET,73,AVEBE_hyp_Total,AsiaEqABVz_Total,0.024
DET,74,AVEBE_hyp_Total,EmAsEqABVz_Total,0.012
DET,75,AVEBE_hyp_Total,EmEMEAEqVz_Total,0.004
DET,76,AVEBE_hyp_Total,Emu3ABndVz_Total,0.39594
DET,77,AVEBE_hyp_Total,EuEqABVz_Total,0.204
DET,78,AVEBE_hyp_Total,EurCreVz_Total,0.075
DET,79,AVEBE_hyp_Total,HypVz_Total,0.099
DET,80,AVEBE_hyp_Total,JapEqABVz_Total,0.04
DET,81,AVEBE_hyp_Total,LamEqVz_Total,0.004
DET,82,AVEBE_hyp_Total,LDOVz_Total,0.03006
DET,83,AVEBE_hyp_Total,NamXEqABVz_Total,0.112
DET,84,AVEBE_hyp_Total,WrdHiYVz_Total,0.0
DET,85,BP_hyp_Income,AEGON_Cash_Total,0.01
DET,86,BP_hyp_Income,WorldEqVz_Income,0.25
DET,87,BP_hyp_Income,EuBndInsVz_Income,0.592
DET,88,BP_hyp_Income,EurCreVz_Income,0.148
DET,89,BP_hyp_Total,AEGON_Cash_Total,0.01
DET,90,BP_hyp_Total,WorldEqVz_Total,0.25
DET,91,BP_hyp_Total,EuBndInsVz_Total,0.592
DET,92,BP_hyp_Total,EurCreVz_Total,0.148
DET,93,Cement_hyp_Income,AEGON_Cash_Total,1.0
DET,94,Cement_hyp_Total,AEGON_Cash_Total,1.0
DET,95,CombiEqVz_Income,EquityVz_Income,1.0
DET,96,CombiEqVz_Total,EquityVz_Total,1.0
DET,97,CombiRntVz_Income,RntVz_Income,1.0
DET,98,CombiRntVz_Total,RntVz_Total,1.0
DET,99,ComfEurVz_Income,EuEqVz_Income,1.0
DET,100,ComfEurVz_Total,EuEqVz_Total,1.0
DET,101,ComVz_Income,Commodities_Income,1.0
DET,102,ComVz_Total,Commodities_Total,1.0
DET,103,CreHypVz_Income,AEGON_Cash_Total,1.0
DET,104,CreHypVz_Total,AEGON_Cash_Total,1.0
DET,105,Dakpannen_hyp_Income,WorldEqVz_Income,0.18
DET,106,Dakpannen_hyp_Income,Emu3ABndVz_Income,0.82
DET,107,Dakpannen_hyp_Total,WorldEqVz_Total,0.18
DET,108,Dakpannen_hyp_Total,Emu3ABndVz_Total,0.82
DET,109,DeliUniver_hyp_Income,AEGON_Cash_Total,0.01
DET,110,DeliUniver_hyp_Income,WorldEqVz_Income,0.2
DET,111,DeliUniver_hyp_Income,Emu3ABndVz_Income,0.79
DET,112,DeliUniver_hyp_Total,AEGON_Cash_Total,0.01
DET,113,DeliUniver_hyp_Total,WorldEqVz_Total,0.2
DET,114,DeliUniver_hyp_Total,Emu3ABndVz_Total,0.79
DET,115,DeloitteVz_hyp_Income,StrAllEqVz_Income,0.240075
DET,116,DeloitteVz_hyp_Income,StrAllFiVz_Income,0.584925
DET,117,DeloitteVz_hyp_Income,Emu3ABndVz_Income,0.175
DET,118,DeloitteVz_hyp_Total,StrAllEqVz_Total,0.240075
DET,119,DeloitteVz_hyp_Total,StrAllFiVz_Total,0.584925
DET,120,DeloitteVz_hyp_Total,Emu3ABndVz_Total,0.175
DET,121,DepEurVvB_Income,AEGON_Cash_Total,1.0
DET,122,DepEurVvB_Total,AEGON_Cash_Total,1.0
DET,123,DepVz_Income,AEGON_Cash_Total,1.0
DET,124,DepVz_Total,AEGON_Cash_Total,1.0
DET,125,Dyn1Vz_Income,DepVz_Income,0.6
DET,126,Dyn1Vz_Income,Emu3ABndVz_Income,0.4
DET,127,Dyn1Vz_Total,DepVz_Total,0.6
DET,128,Dyn1Vz_Total,Emu3ABndVz_Total,0.4
DET,129,Dyn2Vz_Income,DepVz_Income,0.3
DET,130,Dyn2Vz_Income,Emu3ABndVz_Income,0.565
DET,131,Dyn2Vz_Income,GTAAVz_Income,0.01
DET,132,Dyn2Vz_Income,TKPCommodity_Income,0.0
DET,133,Dyn2Vz_Income,VastgoedFd_Income,0.0375
DET,134,Dyn2Vz_Income,WorldEqVz_Income,0.0875
DET,135,Dyn2Vz_Total,DepVz_Total,0.3
DET,136,Dyn2Vz_Total,Emu3ABndVz_Total,0.565
DET,137,Dyn2Vz_Total,GTAAVz_Total,0.01
DET,138,Dyn2Vz_Total,TKPCommodity_Total,0.0
DET,139,Dyn2Vz_Total,VastgoedFd_Total,0.0375
DET,140,Dyn2Vz_Total,WorldEqVz_Total,0.0875
DET,141,Dyn3Vz_Income,Emu3ABndVz_Income,0.735
DET,142,Dyn3Vz_Income,GTAAVz_Income,0.015
DET,143,Dyn3Vz_Income,TKPCommodity_Income,0.0
DET,144,Dyn3Vz_Income,VastgoedFd_Income,0.075
DET,145,Dyn3Vz_Income,WorldEqVz_Income,0.175
DET,146,Dyn3Vz_Total,Emu3ABndVz_Total,0.735
DET,147,Dyn3Vz_Total,GTAAVz_Total,0.015
DET,148,Dyn3Vz_Total,TKPCommodity_Total,0.0
DET,149,Dyn3Vz_Total,VastgoedFd_Total,0.075
DET,150,Dyn3Vz_Total,WorldEqVz_Total,0.175
DET,151,Dyn4Vz_Income,Emu3ABndVz_Income,0.605
DET,152,Dyn4Vz_Income,GTAAVz_Income,0.02
DET,153,Dyn4Vz_Income,TKPCommodity_Income,0.0
DET,154,Dyn4Vz_Income,VastgoedFd_Income,0.1125
DET,155,Dyn4Vz_Income,WorldEqVz_Income,0.2625
DET,156,Dyn4Vz_Total,Emu3ABndVz_Total,0.605
DET,157,Dyn4Vz_Total,GTAAVz_Total,0.02
DET,158,Dyn4Vz_Total,TKPCommodity_Total,0.0
DET,159,Dyn4Vz_Total,VastgoedFd_Total,0.1125
DET,160,Dyn4Vz_Total,WorldEqVz_Total,0.2625
DET,161,Dyn5Vz_Income,Emu3ABndVz_Income,0.475
DET,162,Dyn5Vz_Income,GTAAVz_Income,0.025
DET,163,Dyn5Vz_Income,TKPCommodity_Income,0.0
DET,164,Dyn5Vz_Income,VastgoedFd_Income,0.15
DET,165,Dyn5Vz_Income,WorldEqVz_Income,0.35
DET,166,Dyn5Vz_Total,Emu3ABndVz_Total,0.475
DET,167,Dyn5Vz_Total,GTAAVz_Total,0.025
DET,168,Dyn5Vz_Total,TKPCommodity_Total,0.0
DET,169,Dyn5Vz_Total,VastgoedFd_Total,0.15
DET,170,Dyn5Vz_Total,WorldEqVz_Total,0.35
DET,171,Dyn6Vz_Income,Emu3ABndVz_Income,0.3475
DET,172,Dyn6Vz_Income,GTAAVz_Income,0.0275
DET,173,Dyn6Vz_Income,TKPCommodity_Income,0.0
DET,174,Dyn6Vz_Income,VastgoedFd_Income,0.1625
DET,175,Dyn6Vz_Income,WorldEqVz_Income,0.4625
DET,176,Dyn6Vz_Total,Emu3ABndVz_Total,0.3475
DET,177,Dyn6Vz_Total,GTAAVz_Total,0.0275
DET,178,Dyn6Vz_Total,TKPCommodity_Total,0.0
DET,179,Dyn6Vz_Total,VastgoedFd_Total,0.1625
DET,180,Dyn6Vz_Total,WorldEqVz_Total,0.4625
DET,181,Dyn7Vz_Income,Emu3ABndVz_Income,0.22
DET,182,Dyn7Vz_Income,GTAAVz_Income,0.03
DET,183,Dyn7Vz_Income,TKPCommodity_Income,0.0
DET,184,Dyn7Vz_Income,VastgoedFd_Income,0.175
DET,185,Dyn7Vz_Income,WorldEqVz_Income,0.575
DET,186,Dyn7Vz_Total,Emu3ABndVz_Total,0.22
DET,187,Dyn7Vz_Total,GTAAVz_Total,0.03
DET,188,Dyn7Vz_Total,TKPCommodity_Total,0.0
DET,189,Dyn7Vz_Total,VastgoedFd_Total,0.175
DET,190,Dyn7Vz_Total,WorldEqVz_Total,0.575
DET,191,Dyn8Vz_Income,Emu3ABndVz_Income,0.0925
DET,192,Dyn8Vz_Income,GTAAVz_Income,0.0325
DET,193,Dyn8Vz_Income,TKPCommodity_Income,0.0
DET,194,Dyn8Vz_Income,VastgoedFd_Income,0.1875
DET,195,Dyn8Vz_Income,WorldEqVz_Income,0.6875
DET,196,Dyn8Vz_Total,Emu3ABndVz_Total,0.0925
DET,197,Dyn8Vz_Total,GTAAVz_Total,0.0325
DET,198,Dyn8Vz_Total,TKPCommodity_Total,0.0
DET,199,Dyn8Vz_Total,VastgoedFd_Total,0.19
DET,200,Dyn8Vz_Total,WorldEqVz_Total,0.69
DET,201,Dyn9Vz_Income,GTAAVz_Income,0.04
DET,202,Dyn9Vz_Income,TKPCommodity_Income,0.0
DET,203,Dyn9Vz_Income,VastgoedFd_Income,0.2
DET,204,Dyn9Vz_Income,WorldEqVz_Income,0.77
DET,205,Dyn9Vz_Total,GTAAVz_Total,0.04
DET,206,Dyn9Vz_Total,TKPCommodity_Total,0.0
DET,207,Dyn9Vz_Total,VastgoedFd_Total,0.2
DET,208,Dyn9Vz_Total,WorldEqVz_Total,0.77
DET,209,EmAsEqABVz_Income,EmAsEqBVzP_Income,1.0
DET,210,EmAsEqABVz_Total,EmAsEqBVzP_Total,1.0
DET,211,EmAsEqBVzP_Income,Equities_Asia_Income,1.0
DET,212,EmAsEqBVzP_Total,Equities_Asia_Total,1.0
DET,213,EmAsEqInsVv_Income,EmAsVvB_Income,1.0
DET,214,EmAsEqInsVv_Total,EmAsVvB_Total,1.0
DET,215,EmAsEqVz_Income,AsiaEqVz_Income,1.0
DET,216,EmAsEqVz_Total,AsiaEqVz_Total,1.0
DET,217,EmAsVvB_Income,AsiaEqVz_Income,1.0
DET,218,EmAsVvB_Total,AsiaEqVz_Total,1.0
DET,219,EMDInsVv_Income,EmdVvB_Income,1.0
DET,220,EMDInsVv_Total,EmdVvB_Total,1.0
DET,221,EmdVvB_Income,Emerging_Markets_Income,1.0
DET,222,EmdVvB_Total,Emerging_Markets_Total,1.0
DET,223,EMDVz_Income,EMDVzP_Income,1.0
DET,224,EMDVz_Total,EMDVzP_Total,1.0
DET,225,EMDVzP_Income,Emerging_Markets_Income,1.0
DET,226,EMDVzP_Total,Emerging_Markets_Total,1.0
DET,227,EmEMEAEqVz_Income,AEGON_Cash_Total,1.0
DET,228,EmEMEAEqVz_Total,AEGON_Cash_Total,1.0
DET,229,EmEurEqVz_Income,EuEqVz_Income,1.0
DET,230,EmEurEqVz_Total,EuEqVz_Total,1.0
DET,231,Emu3ABndBVz_Income,Emu3ABndVz_Income,1.0
DET,232,Emu3ABndBVz_Total,Emu3ABndVz_Total,1.0
DET,233,Emu3ABndVz_Income,EuroVzP_Income,1.0
DET,234,Emu3ABndVz_Income,FutVrwVzP_Income,0.0
DET,235,Emu3ABndVz_Total,EuroVzP_Total,1.0
DET,236,Emu3ABndVz_Total,FutVrwVzP_Total,0.0
DET,237,Emu3AInsBVv_Income,Emu3AOblVvB_Income,1.0
DET,238,Emu3AInsBVv_Total,Emu3AOblVvB_Total,1.0
DET,239,Emu3AInsVv_Income,Emu3AOblVvB_Income,1.0
DET,240,Emu3AInsVv_Income,FutVrwVvB_Income,0.0
DET,241,Emu3AInsVv_Total,Emu3AOblVvB_Total,1.0
DET,242,Emu3AInsVv_Total,FutVrwVvB_Total,0.0
DET,243,Emu3AOblVvB_Income,European_3A_Bonds_Income,1.0
DET,244,Emu3AOblVvB_Total,European_3A_Bonds_Total,1.0
DET,245,Emu3AObVvB_Income,European_3A_Bonds_Income,1.0
DET,246,Emu3AObVvB_Total,European_3A_Bonds_Total,1.0
DET,247,EmuAndRtVv_Income,EmuAndVvB_Income,1.0
DET,248,EmuAndRtVv_Total,EmuAndVvB_Total,1.0
DET,249,EmuAndVvB_Income,EuEqVz_Income,1.0
DET,250,EmuAndVvB_Total,EuEqVz_Total,1.0
DET,251,EmVz_Income,EmAsEqVz_Income,0.58
DET,252,EmVz_Income,EmEurEqVz_Income,0.1
DET,253,EmVz_Income,LamEqVz_Income,0.22
DET,254,EmVz_Income,MeAfEqVz_Income,0.1
DET,255,EmVz_Total,EmAsEqVz_Total,0.58
DET,256,EmVz_Total,EmEurEqVz_Total,0.1
DET,257,EmVz_Total,LamEqVz_Total,0.22
DET,258,EmVz_Total,MeAfEqVz_Total,0.1
