prodboomcd,projection_year,value
OR_2_PUP_a,5,0
OR_2_PUP_a,6,0
OR_2_PUP_a,7,0
OR_2_PUP_a,8,0
OR_2_PUP_a,9,0
OR_2_PUP_a,10,0
OR_2_PUP_a,11,0
OR_2_PUP_b,0,0
OR_2_PUP_b,1,0
OR_2_PUP_b,2,0
OR_2_PUP_b,3,0
OR_2_PUP_b,4,0
OR_2_PUP_b,5,0
OR_2_PUP_b,6,0
OR_2_PUP_b,7,0
OR_2_PUP_b,8,0
OR_2_PUP_b,9,0
OR_2_PUP_b,10,0
OR_2_PUP_b,11,0
OR_3_PP_a,0,0
OR_3_PP_a,1,0
OR_3_PP_a,2,0
OR_3_PP_a,3,0
OR_3_PP_a,4,0
OR_3_PP_a,5,0
OR_3_PP_a,6,0
OR_3_PP_a,7,0
OR_3_PP_a,8,0
OR_3_PP_a,9,0
OR_3_PP_a,10,0
OR_3_PP_a,11,0
OR_3_PP_b,0,0
OR_3_PP_b,1,0
OR_3_PP_b,2,0
OR_3_PP_b,3,0
OR_3_PP_b,4,0
OR_3_PP_b,5,0
OR_3_PP_b,6,0
OR_3_PP_b,7,0
OR_3_PP_b,8,0
OR_3_PP_b,9,0
OR_3_PP_b,10,0
OR_3_PP_b,11,0
OR_3_PUP_a,0,0
OR_3_PUP_a,1,0
OR_3_PUP_a,2,0
OR_3_PUP_a,3,0
OR_3_PUP_a,4,0
OR_3_PUP_a,5,0
OR_3_PUP_a,6,0
OR_3_PUP_a,7,0
OR_3_PUP_a,8,0
OR_3_PUP_a,9,0
OR_3_PUP_a,10,0
OR_3_PUP_a,11,0
OR_3_PUP_b,0,0
OR_3_PUP_b,1,0
OR_3_PUP_b,2,0
OR_3_PUP_b,3,0
OR_3_PUP_b,4,0
OR_3_PUP_b,5,0
OR_3_PUP_b,6,0
OR_3_PUP_b,7,0
OR_3_PUP_b,8,0
OR_3_PUP_b,9,0
OR_3_PUP_b,10,0
OR_3_PUP_b,11,0
PENCOM_KBL_a,0,0
PENCOM_KBL_a,1,0
PENCOM_KBL_a,2,0
PENCOM_KBL_a,3,0
PENCOM_KBL_a,4,0
PENCOM_KBL_a,5,0
PENCOM_KBL_a,6,0
PENCOM_KBL_a,7,0
PENCOM_KBL_a,8,0
PENCOM_KBL_a,9,0
PENCOM_KBL_a,10,0
PENCOM_KBL_a,11,0
PENCOM_KBL_b,0,0
PENCOM_KBL_b,1,0
PENCOM_KBL_b,2,0
PENCOM_KBL_b,3,0
PENCOM_KBL_b,4,0
PENCOM_KBL_b,5,0
PENCOM_KBL_b,6,0
PENCOM_KBL_b,7,0
PENCOM_KBL_b,8,0
PENCOM_KBL_b,9,0
PENCOM_KBL_b,10,0
PENCOM_KBL_b,11,0
PENCOM_KBO_a,0,0
PENCOM_KBO_a,1,0
PENCOM_KBO_a,2,0
PENCOM_KBO_a,3,0
PENCOM_KBO_a,4,0
PENCOM_KBO_a,5,0
PENCOM_KBO_a,6,0
PENCOM_KBO_a,7,0
PENCOM_KBO_a,8,0
PENCOM_KBO_a,9,0
PENCOM_KBO_a,10,0
PENCOM_KBO_a,11,0
PENCOM_KBO_b,0,0
PENCOM_KBO_b,1,0
PENCOM_KBO_b,2,0
PENCOM_KBO_b,3,0
PENCOM_KBO_b,4,0
PENCOM_KBO_b,5,0
PENCOM_KBO_b,6,0
PENCOM_KBO_b,7,0
PENCOM_KBO_b,8,0
PENCOM_KBO_b,9,0
PENCOM_KBO_b,10,0
PENCOM_KBO_b,11,0
PENCOM_LIJF_a,0,0
PENCOM_LIJF_a,1,0
PENCOM_LIJF_a,2,0
PENCOM_LIJF_a,3,0
PENCOM_LIJF_a,4,0
PENCOM_LIJF_a,5,0
PENCOM_LIJF_a,6,0
PENCOM_LIJF_a,7,0
PENCOM_LIJF_a,8,0
PENCOM_LIJF_a,9,0
PENCOM_LIJF_a,10,0
PENCOM_LIJF_a,11,0
PENCOM_LIJF_b,0,0
PENCOM_LIJF_b,1,0
PENCOM_LIJF_b,2,0
PENCOM_LIJF_b,3,0
PENCOM_LIJF_b,4,0
PENCOM_LIJF_b,5,0
PENCOM_LIJF_b,6,0
PENCOM_LIJF_b,7,0
PENCOM_LIJF_b,8,0
PENCOM_LIJF_b,9,0
PENCOM_LIJF_b,10,0
PENCOM_LIJF_b,11,0
PLUSFOND_a,0,0
PLUSFOND_a,1,0
PLUSFOND_a,2,0
PLUSFOND_a,3,0
PLUSFOND_a,4,0
PLUSFOND_a,5,0
PLUSFOND_a,6,0
PLUSFOND_a,7,0
PLUSFOND_a,8,0
PLUSFOND_a,9,0
PLUSFOND_a,10,0
PLUSFOND_a,11,0
PLUSFOND_b,0,0
PLUSFOND_b,1,0
PLUSFOND_b,2,0
PLUSFOND_b,3,0
PLUSFOND_b,4,0
PLUSFOND_b,5,0
PLUSFOND_b,6,0
PLUSFOND_b,7,0
PLUSFOND_b,8,0
PLUSFOND_b,9,0
PLUSFOND_b,10,0
PLUSFOND_b,11,0
SCHAKELSPAAR_a,0,0
SCHAKELSPAAR_a,1,0
SCHAKELSPAAR_a,2,0
SCHAKELSPAAR_a,3,0
SCHAKELSPAAR_a,4,0
SCHAKELSPAAR_a,5,0
SCHAKELSPAAR_a,6,0
SCHAKELSPAAR_a,7,0
SCHAKELSPAAR_a,8,0
SCHAKELSPAAR_a,9,0
SCHAKELSPAAR_a,10,0
SCHAKELSPAAR_a,11,0
SCHAKELSPAAR_b,0,0
SCHAKELSPAAR_b,1,0
SCHAKELSPAAR_b,2,0
SCHAKELSPAAR_b,3,0
SCHAKELSPAAR_b,4,0
SCHAKELSPAAR_b,5,0
SCHAKELSPAAR_b,6,0
SCHAKELSPAAR_b,7,0
SCHAKELSPAAR_b,8,0
SCHAKELSPAAR_b,9,0
SCHAKELSPAAR_b,10,0
SCHAKELSPAAR_b,11,0
SH_1_PP_a,0,0
SH_1_PP_a,1,0
SH_1_PP_a,2,0
SH_1_PP_a,3,0
SH_1_PP_a,4,0
SH_1_PP_a,5,0
SH_1_PP_a,6,0
SH_1_PP_a,7,0
SH_1_PP_a,8,0
SH_1_PP_a,9,0
SH_1_PP_a,10,0
SH_1_PP_a,11,0
SH_1_PP_b,0,0
SH_1_PP_b,1,0
SH_1_PP_b,2,0
SH_1_PP_b,3,0
SH_1_PP_b,4,0
SH_1_PP_b,5,0
SH_1_PP_b,6,0
SH_1_PP_b,7,0
SH_1_PP_b,8,0
SH_1_PP_b,9,0
SH_1_PP_b,10,0
SH_1_PP_b,11,0
SH_1_PUP_a,0,0
SH_1_PUP_a,1,0
SH_1_PUP_a,2,0
SH_1_PUP_a,3,0
SH_1_PUP_a,4,0
SH_1_PUP_a,5,0
SH_1_PUP_a,6,0
SH_1_PUP_a,7,0
SH_1_PUP_a,8,0
SH_1_PUP_a,9,0
SH_1_PUP_a,10,0
SH_1_PUP_a,11,0
SH_1_PUP_b,0,0
SH_1_PUP_b,1,0
SH_1_PUP_b,2,0
SH_1_PUP_b,3,0
SH_1_PUP_b,4,0
SH_1_PUP_b,5,0
SH_1_PUP_b,6,0
SH_1_PUP_b,7,0
SH_1_PUP_b,8,0
SH_1_PUP_b,9,0
SH_1_PUP_b,10,0
SH_1_PUP_b,11,0
SH_2_PP_a,0,0
SH_2_PP_a,1,0
SH_2_PP_a,2,0
SH_2_PP_a,3,0
SH_2_PP_a,4,0
SH_2_PP_a,5,0
SH_2_PP_a,6,0
SH_2_PP_a,7,0
SH_2_PP_a,8,0
SH_2_PP_a,9,0
SH_2_PP_a,10,0
SH_2_PP_a,11,0
SH_2_PP_b,0,0
SH_2_PP_b,1,0
SH_2_PP_b,2,0
SH_2_PP_b,3,0
SH_2_PP_b,4,0
SH_2_PP_b,5,0
SH_2_PP_b,6,0
SH_2_PP_b,7,0
SH_2_PP_b,8,0
SH_2_PP_b,9,0
SH_2_PP_b,10,0
SH_2_PP_b,11,0
SH_2_PUP_a,0,0
SH_2_PUP_a,1,0
SH_2_PUP_a,2,0
SH_2_PUP_a,3,0
SH_2_PUP_a,4,0
SH_2_PUP_a,5,0
SH_2_PUP_a,6,0
SH_2_PUP_a,7,0
SH_2_PUP_a,8,0
SH_2_PUP_a,9,0
SH_2_PUP_a,10,0
SH_2_PUP_a,11,0
SH_2_PUP_b,0,0
SH_2_PUP_b,1,0
SH_2_PUP_b,2,0
SH_2_PUP_b,3,0
SH_2_PUP_b,4,0
SH_2_PUP_b,5,0
SH_2_PUP_b,6,0
SH_2_PUP_b,7,0
SH_2_PUP_b,8,0
SH_2_PUP_b,9,0
SH_2_PUP_b,10,0
SH_2_PUP_b,11,0
SH_3_PP_a,0,0
SH_3_PP_a,1,0
SH_3_PP_a,2,0
SH_3_PP_a,3,0
SH_3_PP_a,4,0
SH_3_PP_a,5,0
SH_3_PP_a,6,0
SH_3_PP_a,7,0
SH_3_PP_a,8,0
SH_3_PP_a,9,0
SH_3_PP_a,10,0
SH_3_PP_a,11,0
SH_3_PP_b,0,0
SH_3_PP_b,1,0
SH_3_PP_b,2,0
SH_3_PP_b,3,0
SH_3_PP_b,4,0
SH_3_PP_b,5,0
SH_3_PP_b,6,0
SH_3_PP_b,7,0
SH_3_PP_b,8,0
SH_3_PP_b,9,0
SH_3_PP_b,10,0
SH_3_PP_b,11,0
SH_3_PUP_a,0,0
SH_3_PUP_a,1,0
SH_3_PUP_a,2,0
SH_3_PUP_a,3,0
SH_3_PUP_a,4,0
SH_3_PUP_a,5,0
SH_3_PUP_a,6,0
SH_3_PUP_a,7,0
SH_3_PUP_a,8,0
SH_3_PUP_a,9,0
SH_3_PUP_a,10,0
SH_3_PUP_a,11,0
SH_3_PUP_b,0,0
SH_3_PUP_b,1,0
SH_3_PUP_b,2,0
SH_3_PUP_b,3,0
SH_3_PUP_b,4,0
SH_3_PUP_b,5,0
SH_3_PUP_b,6,0
SH_3_PUP_b,7,0
SH_3_PUP_b,8,0
SH_3_PUP_b,9,0
SH_3_PUP_b,10,0
SH_3_PUP_b,11,0
SOLI_KBL_a,0,0
SOLI_KBL_a,1,0
SOLI_KBL_a,2,0
SOLI_KBL_a,3,0
SOLI_KBL_a,4,0
SOLI_KBL_a,5,0
SOLI_KBL_a,6,0
SOLI_KBL_a,7,0
SOLI_KBL_a,8,0
SOLI_KBL_a,9,0
SOLI_KBL_a,10,0
SOLI_KBL_a,11,0
SOLI_KBL_b,0,0
SOLI_KBL_b,1,0
SOLI_KBL_b,2,0
SOLI_KBL_b,3,0
SOLI_KBL_b,4,0
SOLI_KBL_b,5,0
SOLI_KBL_b,6,0
SOLI_KBL_b,7,0
SOLI_KBL_b,8,0
SOLI_KBL_b,9,0
SOLI_KBL_b,10,0
SOLI_KBL_b,11,0
SOLI_KBO_a,0,0
SOLI_KBO_a,1,0
SOLI_KBO_a,2,0
SOLI_KBO_a,3,0
SOLI_KBO_a,4,0
SOLI_KBO_a,5,0
SOLI_KBO_a,6,0
SOLI_KBO_a,7,0
SOLI_KBO_a,8,0
SOLI_KBO_a,9,0
SOLI_KBO_a,10,0
SOLI_KBO_a,11,0
SOLI_KBO_b,0,0
SOLI_KBO_b,1,0
SOLI_KBO_b,2,0
SOLI_KBO_b,3,0
SOLI_KBO_b,4,0
SOLI_KBO_b,5,0
SOLI_KBO_b,6,0
SOLI_KBO_b,7,0
SOLI_KBO_b,8,0
SOLI_KBO_b,9,0
SOLI_KBO_b,10,0
SOLI_KBO_b,11,0
SOLI_LIJF_a,0,0
SOLI_LIJF_a,1,0
SOLI_LIJF_a,2,0
SOLI_LIJF_a,3,0
SOLI_LIJF_a,4,0
SOLI_LIJF_a,5,0
SOLI_LIJF_a,6,0
SOLI_LIJF_a,7,0
SOLI_LIJF_a,8,0
SOLI_LIJF_a,9,0
SOLI_LIJF_a,10,0
SOLI_LIJF_a,11,0
SOLI_LIJF_b,0,0
SOLI_LIJF_b,1,0
SOLI_LIJF_b,2,0
SOLI_LIJF_b,3,0
SOLI_LIJF_b,4,0
SOLI_LIJF_b,5,0
SOLI_LIJF_b,6,0
SOLI_LIJF_b,7,0
SOLI_LIJF_b,8,0
SOLI_LIJF_b,9,0
SOLI_LIJF_b,10,0
SOLI_LIJF_b,11,0
USH_KBL_a,0,0
USH_KBL_a,1,0
USH_KBL_a,2,0
USH_KBL_a,3,0
USH_KBL_a,4,0
USH_KBL_a,5,0
USH_KBL_a,6,0
USH_KBL_a,7,0
USH_KBL_a,8,0
USH_KBL_a,9,0
USH_KBL_a,10,0
USH_KBL_a,11,0
USH_KBL_b,0,0
USH_KBL_b,1,0
USH_KBL_b,2,0
USH_KBL_b,3,0
USH_KBL_b,4,0
USH_KBL_b,5,0
USH_KBL_b,6,0
USH_KBL_b,7,0
USH_KBL_b,8,0
USH_KBL_b,9,0
USH_KBL_b,10,0
USH_KBL_b,11,0
USH_KBO_a,0,0
USH_KBO_a,1,0
USH_KBO_a,2,0
USH_KBO_a,3,0
USH_KBO_a,4,0
USH_KBO_a,5,0
USH_KBO_a,6,0
USH_KBO_a,7,0
USH_KBO_a,8,0
USH_KBO_a,9,0
USH_KBO_a,10,0
USH_KBO_a,11,0
USH_KBO_b,0,0
USH_KBO_b,1,0
USH_KBO_b,2,0
USH_KBO_b,3,0
USH_KBO_b,4,0
USH_KBO_b,5,0
USH_KBO_b,6,0
USH_KBO_b,7,0
USH_KBO_b,8,0
USH_KBO_b,9,0
USH_KBO_b,10,0
USH_KBO_b,11,0
USH_LIJF_a,0,0
USH_LIJF_a,1,0
USH_LIJF_a,2,0
USH_LIJF_a,3,0
USH_LIJF_a,4,0
USH_LIJF_a,5,0
USH_LIJF_a,6,0
USH_LIJF_a,7,0
USH_LIJF_a,8,0
USH_LIJF_a,9,0
USH_LIJF_a,10,0
USH_LIJF_a,11,0
USH_LIJF_b,0,0
USH_LIJF_b,1,0
USH_LIJF_b,2,0
USH_LIJF_b,3,0
USH_LIJF_b,4,0
USH_LIJF_b,5,0
USH_LIJF_b,6,0
USH_LIJF_b,7,0
USH_LIJF_b,8,0
USH_LIJF_b,9,0
USH_LIJF_b,10,0
USH_LIJF_b,11,0
V&B_KBL_a,0,0
V&B_KBL_a,1,0
V&B_KBL_a,2,0
V&B_KBL_a,3,0
V&B_KBL_a,4,0
V&B_KBL_a,5,0
V&B_KBL_a,6,0
V&B_KBL_a,7,0
V&B_KBL_a,8,0
V&B_KBL_a,9,0
V&B_KBL_a,10,0
V&B_KBL_a,11,0
V&B_KBL_b,0,0
V&B_KBL_b,1,0
V&B_KBL_b,2,0
V&B_KBL_b,3,0
V&B_KBL_b,4,0
V&B_KBL_b,5,0
V&B_KBL_b,6,0
V&B_KBL_b,7,0
V&B_KBL_b,8,0
V&B_KBL_b,9,0
V&B_KBL_b,10,0
V&B_KBL_b,11,0
V&B_KBO_a,0,0
V&B_KBO_a,1,0
V&B_KBO_a,2,0
V&B_KBO_a,3,0
V&B_KBO_a,4,0
V&B_KBO_a,5,0
V&B_KBO_a,6,0
V&B_KBO_a,7,0
V&B_KBO_a,8,0
V&B_KBO_a,9,0
V&B_KBO_a,10,0
V&B_KBO_a,11,0
V&B_KBO_b,0,0
V&B_KBO_b,1,0
V&B_KBO_b,2,0
V&B_KBO_b,3,0
V&B_KBO_b,4,0
V&B_KBO_b,5,0
V&B_KBO_b,6,0
V&B_KBO_b,7,0
V&B_KBO_b,8,0
V&B_KBO_b,9,0
V&B_KBO_b,10,0
V&B_KBO_b,11,0
V&B_LIJF_a,0,0
V&B_LIJF_a,1,0
V&B_LIJF_a,2,0
V&B_LIJF_a,3,0
V&B_LIJF_a,4,0
V&B_LIJF_a,5,0
V&B_LIJF_a,6,0
V&B_LIJF_a,7,0
V&B_LIJF_a,8,0
V&B_LIJF_a,9,0
V&B_LIJF_a,10,0
V&B_LIJF_a,11,0
V&B_LIJF_b,0,0
V&B_LIJF_b,1,0
V&B_LIJF_b,2,0
V&B_LIJF_b,3,0
V&B_LIJF_b,4,0
V&B_LIJF_b,5,0
V&B_LIJF_b,6,0
V&B_LIJF_b,7,0
V&B_LIJF_b,8,0
V&B_LIJF_b,9,0
V&B_LIJF_b,10,0
V&B_LIJF_b,11,0
Z_W_1_PP_a,0,0
Z_W_1_PP_a,1,0
Z_W_1_PP_a,2,0
Z_W_1_PP_a,3,0
Z_W_1_PP_a,4,0
Z_W_1_PP_a,5,0
Z_W_1_PP_a,6,0
Z_W_1_PP_a,7,0
Z_W_1_PP_a,8,0
Z_W_1_PP_a,9,0
Z_W_1_PP_a,10,0
Z_W_1_PP_a,11,0
Z_W_1_PP_b,0,0
Z_W_1_PP_b,1,0
Z_W_1_PP_b,2,0
Z_W_1_PP_b,3,0
Z_W_1_PP_b,4,0
Z_W_1_PP_b,5,0
Z_W_1_PP_b,6,0
Z_W_1_PP_b,7,0
Z_W_1_PP_b,8,0
Z_W_1_PP_b,9,0
Z_W_1_PP_b,10,0
Z_W_1_PP_b,11,0
Z_W_1_PUP_a,0,0
Z_W_1_PUP_a,1,0
Z_W_1_PUP_a,2,0
Z_W_1_PUP_a,3,0
Z_W_1_PUP_a,4,0
Z_W_1_PUP_a,5,0
Z_W_1_PUP_a,6,0
Z_W_1_PUP_a,7,0
Z_W_1_PUP_a,8,0
Z_W_1_PUP_a,9,0
Z_W_1_PUP_a,10,0
Z_W_1_PUP_a,11,0
Z_W_1_PUP_b,0,0
Z_W_1_PUP_b,1,0
Z_W_1_PUP_b,2,0
Z_W_1_PUP_b,3,0
Z_W_1_PUP_b,4,0
Z_W_1_PUP_b,5,0
Z_W_1_PUP_b,6,0
Z_W_1_PUP_b,7,0
Z_W_1_PUP_b,8,0
Z_W_1_PUP_b,9,0
Z_W_1_PUP_b,10,0
Z_W_1_PUP_b,11,0
Z_W_2_PP_a,0,0
Z_W_2_PP_a,1,0
Z_W_2_PP_a,2,0
Z_W_2_PP_a,3,0
Z_W_2_PP_a,4,0
Z_W_2_PP_a,5,0
Z_W_2_PP_a,6,0
Z_W_2_PP_a,7,0
Z_W_2_PP_a,8,0
Z_W_2_PP_a,9,0
Z_W_2_PP_a,10,0
Z_W_2_PP_a,11,0
Z_W_2_PP_b,0,0
Z_W_2_PP_b,1,0
Z_W_2_PP_b,2,0
Z_W_2_PP_b,3,0
Z_W_2_PP_b,4,0
Z_W_2_PP_b,5,0
Z_W_2_PP_b,6,0
Z_W_2_PP_b,7,0
Z_W_2_PP_b,8,0
Z_W_2_PP_b,9,0
Z_W_2_PP_b,10,0
Z_W_2_PP_b,11,0
Z_W_2_PUP_a,0,0
Z_W_2_PUP_a,1,0
Z_W_2_PUP_a,2,0
Z_W_2_PUP_a,3,0
Z_W_2_PUP_a,4,0
Z_W_2_PUP_a,5,0
Z_W_2_PUP_a,6,0
Z_W_2_PUP_a,7,0
Z_W_2_PUP_a,8,0
Z_W_2_PUP_a,9,0
Z_W_2_PUP_a,10,0
Z_W_2_PUP_a,11,0
Z_W_2_PUP_b,0,0
Z_W_2_PUP_b,1,0
Z_W_2_PUP_b,2,0
Z_W_2_PUP_b,3,0
Z_W_2_PUP_b,4,0
Z_W_2_PUP_b,5,0
Z_W_2_PUP_b,6,0
Z_W_2_PUP_b,7,0
Z_W_2_PUP_b,8,0
Z_W_2_PUP_b,9,0
Z_W_2_PUP_b,10,0
Z_W_2_PUP_b,11,0
Z_W_3_PP_a,0,0
Z_W_3_PP_a,1,0
Z_W_3_PP_a,2,0
Z_W_3_PP_a,3,0
Z_W_3_PP_a,4,0
Z_W_3_PP_a,5,0
Z_W_3_PP_a,6,0
Z_W_3_PP_a,7,0
Z_W_3_PP_a,8,0
Z_W_3_PP_a,9,0
Z_W_3_PP_a,10,0
Z_W_3_PP_a,11,0
Z_W_3_PP_b,0,0
Z_W_3_PP_b,1,0
Z_W_3_PP_b,2,0
Z_W_3_PP_b,3,0
Z_W_3_PP_b,4,0
Z_W_3_PP_b,5,0
Z_W_3_PP_b,6,0
Z_W_3_PP_b,7,0
Z_W_3_PP_b,8,0
Z_W_3_PP_b,9,0
Z_W_3_PP_b,10,0
Z_W_3_PP_b,11,0
Z_W_3_PUP_a,0,0
Z_W_3_PUP_a,1,0
Z_W_3_PUP_a,2,0
Z_W_3_PUP_a,3,0
Z_W_3_PUP_a,4,0
Z_W_3_PUP_a,5,0
Z_W_3_PUP_a,6,0
Z_W_3_PUP_a,7,0
Z_W_3_PUP_a,8,0
Z_W_3_PUP_a,9,0
Z_W_3_PUP_a,10,0
Z_W_3_PUP_a,11,0
Z_W_3_PUP_b,0,0
Z_W_3_PUP_b,1,0
Z_W_3_PUP_b,2,0
Z_W_3_PUP_b,3,0
Z_W_3_PUP_b,4,0
Z_W_3_PUP_b,5,0
Z_W_3_PUP_b,6,0
Z_W_3_PUP_b,7,0
Z_W_3_PUP_b,8,0
Z_W_3_PUP_b,9,0
Z_W_3_PUP_b,10,0
Z_W_3_PUP_b,11,0
